"name","iata_code","icao_code","callsign","country","active","headquarters","founded","fleet_size","destinations","alliance"
"Lignes Aeriennes Du Tchad","","LKD","LATCHAD","Chad",false,,,,,
"Lignes Mauritaniennes Air Express","","LME","LIMAIR EXPRESS","Mauritania",false,,,,,
"Lignes Nationales Aeriennes - Linacongo","","GCB","LINACONGO","Republic of the Congo",false,,,,,
"Lincoln Air National Guard","","GDQ","","United States",false,,,,,
"Lincoln Airlines","","LRT","","Australia",false,,,,,
"Lindsay Aviation","","LSY","LINDSAY AIR","United States",false,,,,,
"Linea Aerea Costa Norte","","NOT","COSTA NORTE","Chile",false,,,,,
"Linea Aerea Mexicana de Carga","","LMC","LINEAS DECARGA","Mexico",false,,,,,
"Linea Aerea de Fumig Aguas Negras","","NEG","AGUAS NEGRAS","Chile",false,,,,,
"Linea Aerea de Servicio Ejecutivo Regional","8z","LER","LASER","Venezuela",false,,,,,
"Linea De Aeroservicios","","LSE","","Chile",false,,,,,
"Lineas Aereas Alaire S.L.","","ALR","AEROLAIRE","Spain",false,,,,,
"Lineas Aereas Canedo LAC","","LCN","CANEDO","Bolivia",false,,,,,
"Lineas Aereas Comerciales","","LCM","LINEAS COMERCIALES","Mexico",false,,,,,
"Lineas Aereas Ejectuivas De Durango","","EDD","LINEAS DURANGO","Mexico",false,,,,,
"Lineas Aereas Eldorado","","EDR","ELDORADRO","Colombia",false,,,,,
"Lineas Aereas Federales","","FED","FEDERALES","Argentina",false,,,,,
"Lineas Aereas Monarca","","LMN","LINEAS MONARCA","Mexico",false,,,,,
"Lineas Aereas San Jose","","LIJ","LINEAS JOSE","Mexico",false,,,,,
"Lineas Aereas del Humaya","","UMA","HUMAYA","Mexico",false,,,,,
"Linex","","LEC","LECA","Central African Republic",false,,,,,
"Linhas Aereas Santomenses","","SMS","SANTOMENSES","S",false,,,,,
"Linhas A","LM","LAM","MOZAMBIQUE","Mozambique",false,,,,,
"Link Airways of Australia","","LAW","","Australia",false,,,,,
"Lion Air Services","","WGT","WORLDGATE","United Kingdom",false,,,,,
"Lion Mentari Airlines","JT","LNI","LION INTER","Indonesia",true,,,,,
"Lions-Air","","LEU","LIONSAIR","Switzerland",false,,,,,
"Lithuanian Air Force","","LYF","LITHUANIAN AIRFORCE","Lithuania",false,,,,,
"Little Red Air Service","","LRA","LITTLE RED","Canada",false,,,,,
"Lloyd Aereo Boliviano","LB","LLB","LLOYDAEREO","Bolivia",true,,,,,
"Lnair Air Services","","LNA","ELNAIR","Spain",false,,,,,
"Lockheed Air Terminal","","XLG","","United States",false,,,,,
"Lockeed Aircraft Corporation","","LAC","LOCKHEED","United States",false,,,,,
"Lockheed DUATS","","XDD","","United States",false,,,,,
"Lockheed Martin Aeronautics","","CBD","CATBIRD","United States",false,,,,,
"Lockheed Martin Aeronautics Company","","LNG","LIGHTNING","United States",false,,,,,
"Logan Air","","LOG","LOGAN","United Kingdom",false,,,,,
"Lom Praha Flying School","","CLV","AEROTRAINING","Czech Republic",false,,,,,
"Lomas Helicopters","","LMS","LOMAS","United Kingdom",false,,,,,
"London City Airport Jet Centre","","LCY","LONDON CITY","United Kingdom",false,,,,,
"London Executive Aviation","","LNX","LONEX","United Kingdom",false,,,,,
"London Flight Centre (Stansted)","","LOV","LOVEAIR","United Kingdom",false,,,,,
"London Helicopter Centres","","LHC","MUSTANG","United Kingdom",false,,,,,
"Lone Star Airlines","","LSS","LONE STAR","United States",false,,,,,
"Long Island Airlines","","ORA","LONG ISLAND","United States",false,,,,,
"Longtail Aviation","","LGT","LONGTAIL","Bermuda",false,,,,,
"Lorraine Aviation","","LRR","LORRAINE","France",false,,,,,
"Los Cedros Aviacion","","LSC","CEDROS","Chile",false,,,,,
"Lotus Air","","TAS","LOTUS FLOWER","Egypt",false,,,,,
"Luchtvaartmaatschappij Twente","","LTW","TWENTAIR","Netherlands",false,,,,,
"Lucky Air","","LKE","LUCKY AIR","China",false,,,,,
"Luft Carago","","LUT","LUGO","South Africa",false,,,,,
"Luftfahrt-Vermietungs-Dienst","","LVD","AIR SANTE","Austria",false,,,,,
"Luftfahrtgesellschaft Walter","HE","LGW","WALTER","Germany",true,,,,,
"Lufthansa","LH","DLH","LUFTHANSA","Germany",true,,,,,
"Lufthansa CityLine","CL","CLH","HANSALINE","Germany",true,,,,,
"Lufthansa Systems","L1","AL1","","Germany",true,,,,,
"Lufthansa Technik","","LHT","LUFTHANSA TECHNIK","Germany",false,,,,,
"Lufttaxi Fluggesellschaft","DV","LTF","Garfield","Germany",true,,,,,
"Lufttransport","L5","LTR","LUFT TRANSPORT","Norway",true,,,,,
"Luhansk","","LHS","ENTERPRISE LUHANSK","Ukraine",false,,,,,
"Lund University School of Aviation","","UNY","UNIVERSITY","Sweden",false,,,,,
"Luxair","LG","LGL","LUXAIR","Luxembourg",true,,,,,
"Luxaviation","","LXA","RED LION","Luxembourg",false,,,,,
"Luxembourg Air Rescue","","LUV","LUX RESCUE","Luxembourg",false,,,,,
"Luxflight Executive","","LFE","LUX EXPRESS","Luxembourg",false,,,,,
"Luxor Air","","LXO","","Egypt",false,,,,,
"Luzair","","LUZ","LISBON JET","Portugal",false,,,,,
"Lviv Airlines","5V","UKW","UKRAINE WEST","Ukraine",false,,,,,
"Lydd Air","","LYD","LYDDAIR","United Kingdom",false,,,,,
"Lynch Flying Service","","LCH","LYNCH AIR","United States",false,,,,,
"Lynden Air Cargo","L2","LYC","LYNDEN","United States",false,,,,,
"Lynx Air International","","LXF","LYNX FLIGHT","United States",false,,,,,
"Lynx Aviation","","LYX","LYNX AIR","Pakistan",false,,,,,
"L","MJ","LPR","LAPA","Argentina",true,,,,,
"L","","LAU","SURAMERICANO","Colombia",false,,,,,
"M & N Aviation","","JNH","JONAH","United States",false,,,,,
"MAC Fotografica","","MCF","MAC FOTO","Spain",false,,,,,
"MANAG'AIR","","MRG","MANAG'AIR","France",false,,,,,
"MAP-Management and Planung","","MPJ","MAPJET","Austria",false,,,,,
"MAS Airways","","TFG","TRAFALGAR","United Kingdom",false,,,,,
"MasAir","M7","MAA","MAS CARGA","Mexico",false,,,,,
"MAT Macedonian Airlines","IN","MAK","MAKAVIO","Macedonia",true,,,,,
"MCC Aviation","","MCC","DISCOVERY","South Africa",false,,,,,
"MG Aviacion","","MGA","MAG AVACION","Spain",false,,,,,
"MIA Airlines","","JLA","SALLINE","Romania",false,,,,,
"MIAT Mongolian Airlines","OM","MGL","MONGOL AIR","Mongolia",true,,,,,
"MIT Airlines","","MNC","MUNCIE","Canada",false,,,,,
"MK Airline","","MKA","KRUGER-AIR","Ghana",false,,,,,
"MSR Flug-Charter","","EBF","SKYRUNNER","Germany",false,,,,,
"MTC Aviacion","","MCV","MTC AVIACION","Mexico",false,,,,,
"Mac Aviation","","MAQ","MAC AVIATION","Spain",false,,,,,
"Mac Dan Aviation Corporation","","MCN","MAC DAN","United States",false,,,,,
"MacKnight Airlines","","MTD","","Australia",false,,,,,
"Macedonian Airlines","","MCS","MACAIR","Greece",false,,,,,
"Madina Air","","MDH","MADINA AIR","Libya",false,,,,,
"Maersk","DM","","","Denmark",true,,,,,
"Magic Blue Airlines","","MJB","MAGIC BLUE","Netherlands",false,,,,,
"Magna Air","","MGR","MAGNA AIR","Austria",false,,,,,
"Mahalo Air","","MLH","MAHALO","United States",false,,,,,
"Mahan Air","W5","IRM","MAHAN AIR","Iran",true,,,,,
"Mahfooz Aviation","M2","MZS","MAHFOOZ","Gambia",true,,,,,
"Maine Aviation","","MAT","MAINE-AV","United States",false,,,,,
"Majestic Airlines","","MAJ","MAGIC AIR","United States",false,,,,,
"Mak Air","","AKM","MAKAIR","Kazakhstan",false,,,,,
"Malagasy Airlines","","MLG","","Madagascar",false,,,,,
"Malawi Express","","MLX","MALAWI EXPRESS","Malawi",false,,,,,
"Malaya Aviatsia Dona","","MKK","AEROKEY","Russia",false,,,,,
"Malaysia Airlines","MH","MAS","MALAYSIAN","Malaysia",true,,,,,
"Mali Air","","MAE","MALI AIREXPRESS","Austria",false,,,,,
"Mali Air Express","","VXP","AVION EXPRESS","Mali",false,,,,,
"Mali Airways","","MTZ","MALI AIRWAYS","Mali",false,,,,,
"Malila Airlift","","MLC","MALILA","Democratic Republic of the Congo",false,,,,,
"Mall Airways","","MLS","MALL-AIRWAYS","United States",false,,,,,
"Malmo Aviation","","SCW","SCANWING","Sweden",true,,,,,
"Malmoe Air Taxi","","LOD","LOGIC","Sweden",false,,,,,
"Malmö Aviation","TF","SCW","Scanwings","Sweden",true,,,,,
"Malta Wings","","MWS","MALTA WINGS","Malta",false,,,,,
"Malév","MA","MAH","MALEV","Hungary",true,,,,,
"Manaf International Airways","","MLB","MANAF","Burundi",false,,,,,
"Mandala Airlines","RI","MDL","MANDALA","Indonesia",true,,,,,
"Mandarin Airlines","AE","MDA","Mandarin","Taiwan",true,,,,,
"Mango","JE","MNO","TULCA","South Africa",true,,,,,
"Manhattan Air","","MHN","MANHATTAN","United Kingdom",false,,,,,
"Manitoulin Air Services","","MTO","MANITOULIN","Canada",false,,,,,
"Mann Air","","MNR","TEEMOL","United Kingdom",false,,,,,
"Mannion Air Charter","","MAN","MANNION","United States",false,,,,,
"Mantrust Asahi Airways","","MTS","MANTRUST","Indonesia",false,,,,,
"Manx Airlines","","MNX","MANX","United Kingdom",false,,,,,
"Maple Air Services","","MAD","MAPLE AIR","Canada",false,,,,,
"March Helicopters","","MAR","MARCH","United Kingdom",false,,,,,
"Marcopolo Airways","","MCP","MARCOPOLO","Afghanistan",false,,,,,
"Marghi Air","","MGI","MARGHI","Nigeria",false,,,,,
"Markair","","MRK","MARKAIR","United States",false,,,,,
"Markoss Aviation","","MKO","GOSHAWK","United Kingdom",false,,,,,
"Marshall Aerospace","","MCE","MARSHALL","United Kingdom",false,,,,,
"Martin Aviation Services","","XMA","","United States",false,,,,,
"Martin-Baker","","MBE","MARTIN","United Kingdom",false,,,,,
"Martinair","MP","MPH","MARTINAIR","Netherlands",true,,,,,
"Martinaire","","MRA","MARTEX","United States",false,,,,,
"Martyn Fiddler Associates","","MFA","SEAHORSE","United Kingdom",false,,,,,
"Marvin Limited","","MVN","MARVIN","United Kingdom",false,,,,,
"Maryland State Police","","TRP","TROOPER","United States",false,,,,,
"Massachusetts Institute of Technology","","MTH","RESEARCH","United States",false,,,,,
"Massey University School of Aviation","","MSY","MASSEY","New Zealand",false,,,,,
"Master Airways","","MSW","MASTER AIRWAYS","Serbia",false,,,,,
"Master Planner","","MPL","","United States",false,,,,,
"Masterjet","","LMJ","MASTERJET","Portugal",false,,,,,
"Mastertop Linhas Aereas","Q4","SAE","ADLER EXPRESS","Brazil",true,,,,,
"Mauria","","MIA","MAURIA","Mauritania",false,,,,,
"Mauritanienne Aerienne Et Navale","","MNV","NAVALE","Mauritania",false,,,,,
"Mauritanienne Air Fret","","MRF","MAUR-FRET","Mauritania",false,,,,,
"Mauritanienne Airways","","MWY","MAURITANIENNE","Mauritania",false,,,,,
"Mauritanienne De Transport Aerien","","MDE","MAURI-TRANS","Mauritania",false,,,,,
"Maverick Airways","","MVR","MAV-AIR","United States",false,,,,,
"Max Avia","","MAI","MAX AVIA","Kyrgyzstan",false,,,,,
"Max Sea Food","","MSF","MAXESA","El Salvador",false,,,,,
"Max-Aviation","","MAX","MAX AVIATION","Canada",false,,,,,
"Maxair","8M","MXL","MAXAIR","Sweden",true,,,,,
"Maximus Air Cargo","","MXU","CARGO MAX","United Arab Emirates",false,,,,,
"Maxjet Airways","MY","MXJ","MAX-JET","United States",true,,,,,
"Maxsus-Avia","","MXS","MAXSUS-AVIA","Uzbekistan",false,,,,,
"May Air Xpress","","MXP","BEECHNUT","United States",false,,,,,
"Maya Island Air","MW","MYD","MYLAND","Belize",true,,,,,
"Mayair","","MYI","MAYAIR","Mexico",false,,,,,
"Mbach Air","","MBS","MBACHI AIR","Malawi",false,,,,,
"McAlpine Helicopters","","MCH","MACLINE","United Kingdom",false,,,,,
"McCall Aviation","","MKL","MCCALL","United States",false,,,,,
"McDonnell Douglas","","DAC","DACO","United States",false,,,,,
"McNeely Charter Services","","MDS","MID-SOUTH","United States",false,,,,,
"Med-Trans of Florida","","MEK","MED-TRANS","United States",false,,,,,
"Medavia Company","","MDM","MEDAVIA","Malta",false,,,,,
"Medical Air Rescue Services","","MRZ","MARS","Zimbabwe",false,,,,,
"Medical Aviation Services","","MCL","MEDIC","United Kingdom",false,,,,,
"Mediterranean Air Freight","","MDF","MED-FREIGHT","Greece",false,,,,,
"Mediterranean Airways","","MDY","","Egypt",false,,,,,
"Medjet International","","MEJ","MEDJET","United States",false,,,,,
"Mega","","MGK","MEGLA","Kazakhstan",false,,,,,
"Mega Linhas Aereas","","MEL","MEGA AIR","Brazil",false,,,,,
"Mekong Airlines","","MKN","MEKONG AIRLINES","Cambodia",false,,,,,
"Menajet","IM","MNJ","MENAJET","Lebanon",false,,,,,
"Merchant Express Aviation","","MXX","MERCHANT","Nigeria",false,,,,,
"Mercury Aircourier Service","","MEC","MERCAIR","United States",false,,,,,
"Meridian","","POV","AIR POLTAVA","Ukraine",false,,,,,
"Meridian Air Cargo","","MRD","MERIDIAN","United States",false,,,,,
"Meridian Airlines","","MHL","HASSIMAIR","Nigeria",false,,,,,
"Meridian Aviation","","DSL","DIESEL","United Kingdom",false,,,,,
"Meridian Limited","","MEM","MERIDIAN CHERRY","Ukraine",false,,,,,
"Meridiana","IG","ISS","MERAIR","Italy",true,,,,,
"Merlin Airways","","MEI","AVALON","United States",false,,,,,
"Merpati Nusantara Airlines","MZ","MNA","MERPATI","Indonesia",true,,,,,
"Mesa Airlines","YV","ASH","AIR SHUTTLE","United States",true,,,,,
"Mesaba Airlines","XJ","MES","MESABA","United States",true,,,,,
"Meta Linhas A","","MSQ","META","Brazil",false,,,,,
"Meteorological Research Flight","","MET","METMAN","United Kingdom",false,,,,,
"Methow Aviation","","MER","METHOW","United States",false,,,,,
"Metro Business Aviation","","MVI","","United Kingdom",false,,,,,
"Metro Express","","MEX","EAGLE EXPRESS","United States",false,,,,,
"Metroflight","","MTR","METRO","United States",false,,,,,
"Metrojet","","MTJ","METROJET","Hong Kong SAR of China",false,,,,,
"Metropix UK","","PIX","METROPIX","United Kingdom",false,,,,,
"Metroplis","","MPS","METRO REGIONAL","Netherlands",false,,,,,
"Mex Blue","","MXB","MEX BLUE","Mexico",false,,,,,
"Mex-Jet","","MJT","MEJETS","Mexico",false,,,,,
"Mexicana de Aviaci","MX","MXA","MEXICANA","Mexico",true,,,,,
"Mexico Transportes Aereos","","MXT","TRANSMEX","Mexico",false,,,,,
"Miami Air Charter","","HUR","HURRICANE CHARTER","United States",false,,,,,
"Miami Valley Aviation","","OWL","NIGHT OWL","United States",false,,,,,
"Miapet-Avia","","MPT","MIAPET","Armenia",false,,,,,
"Michelin Air Services","","BIB","","France",false,,,,,
"Micromatter Technology Solutions","","WIZ","WIZARD","United Kingdom",false,,,,,
"Mid Airlines","","NYL","NILE","Sudan",false,,,,,
"Mid-Pacific Airlines","","MPA","MID PAC","United States",false,,,,,
"Midamerica Jet","","MJR","MAJOR","United States",false,,,,,
"Middle East Airlines","ME","MEA","CEDAR JET","Lebanon",true,,,,,
"Midland Airport Services","","MID","","United Kingdom",false,,,,,
"Midline Air Freight","","MFR","MIDLINE FREIGHT","United States",false,,,,,
"Midstate Airlines","","MIS","MIDSTATE","United States",false,,,,,
"Midway Airlines","JI","MDW","MIDWAY","United States",true,,,,,
"Midway Express","","FLA","PALM","United States",false,,,,,
"Midwest Air Freighters","","FAX","FAIRFAX","United States",false,,,,,
"Midwest Airlines","YX","MEP","","United States",true,,,,,
"Midwest Aviation","","NIT","NIGHTTRAIN","United States",false,,,,,
"Midwest Aviation Division","","MWT","MIDWEST","United States",false,,,,,
"Midwest Helicopters De Mexico","","HTE","HELICOPTERSMEXICO","Mexico",false,,,,,
"Millardair","","MAB","MILLARDAIR","Canada",false,,,,,
"Millen Corporation","","RJM","MILLEN","United Kingdom",false,,,,,
"Millennium Air","","MLK","NIGERJET","Nigeria",false,,,,,
"Miller Flying Services","","MFS","MILLER TIME","United States",false,,,,,
"Million Air","","OXO","MILL AIR","United States",false,,,,,
"Mimino","","MIM","MIMINO","Russia",false,,,,,
"Mina Airline Company","","NAB","","Egypt",false,,,,,
"Minair","","OMR","ORMINE","Central African Republic",false,,,,,
"Minebea Technologies","","EBE","MINEBEA","United States",false,,,,,
"Mines Air Services Zambia","","MAZ","MINES","Zambia",false,,,,,
"Miniliner","","MNL","MINILINER","Italy",false,,,,,
"Ministic Air","","MNS","MINISTIC","Canada",false,,,,,
"Ministry of Agriculture","","WDG"," Fisheries and Food","WATCHDOG",false,,,,,
"Minsk Aircraft Overhaul Plant","","LIR","LISLINE","Belarus",false,,,,,
"Miramichi Air Service","","MIR","MIRAMICHI","Canada",false,,,,,
"Miras","","MIF","MIRAS","Kazakhstan",false,,,,,
"Misr Overseas Airways","","MOS","","Egypt",false,,,,,
"Mission Aviation Fellowship","","MAF","MISSI","Indonesia",false,,,,,
"Missionair","","MSN","MISIONAIR","Spain",false,,,,,
"Missions Gouvernemtales Francaises","","MRN","MARIANNE","France",false,,,,,
"Mississippi State University","","BDG","BULLDOG","United States",false,,,,,
"Mississippi Valley Airways","","MVA","VALAIR","United States",false,,,,,
"Mistral Air","","MSA","AIRMERCI","Italy",false,,,,,
"Mobil Oil","","MBO","MOBIL","Canada",false,,,,,
"Mocambique Expresso","","MXE","MOZAMBIQUE EXPRESS","Mozambique",false,,,,,
"Mofaz Air","","MFZ","MOFAZ AIR","Malaysia",false,,,,,
"Moldaeroservice","","MLE","MOLDAERO","Moldova",false,,,,,
"Moldavian Airlines","2M","MDV","MOLDAVIAN","Moldova",true,,,,,
"Moldova","","MVG","MOLDOVA-STATE","Moldova",false,,,,,
"Mombasa Air Safari","","RRV","SKYROVER","Kenya",false,,,,,
"Monarch Airlines","","MNH","MONARCH AIR","United States",false,,,,,
"Myway Airlines","8I","","","Italy",true,,,,,
"Moncton Flying Club","","MFC","EAST WIND","Canada",false,,,,,
"Monde Air Charters","","MDB","MONDEAIR CARGO","United Kingdom",false,,,,,
"Monerrey Air Taxi","","MTI","MONTERREY AIR","Mexico",false,,,,,
"Monky Aerotaxis","","MKY","MONKY","Mexico",false,,,,,
"Montenegro Airlines","YM","MGX","MONTAIR","Montenegro",true,,,,,
"Montserrat Airways","","MNT","MONTSERRAT","Montserrat",false,,,,,
"Mooney Aircraft Corporation","","MNY","MOONEY FLIGHT","United States",false,,,,,
"Morningstar Air Express","","MAL","MORNINGSTAR","Canada",true,,,,,
"Morris Air Service","","MSS","WASATCH","United States",false,,,,,
"Morrison Flying Service","","MRO","MORRISON","United States",false,,,,,
"Moskovia Airlines","3R","GAI","GROMOV AIRLINE","Russia",true,,,,,
"Mosphil Aero","","MPI","MOSPHIL","Philippines",false,,,,,
"Motor Sich","M9","MSI","MOTOR SICH","Ukraine",true,,,,,
"Mountain Air Cargo","","MTN","MOUNTAIN","United States",false,,,,,
"Mountain Air Company","N4","MTC","MOUNTAIN LEONE","Sierra Leone",true,,,,,
"Mountain Air Express","","PKP","PIKES PEAK","United States",false,,,,,
"Mountain Air Service","","BRR","MOUNTAIN AIR","United States",false,,,,,
"Mountain Bird","","MBI","MOUNTAIN BIRD","United States",false,,,,,
"Mountain High Aviation","","MHA","MOUNTAIN HIGH","United States",false,,,,,
"Mountain Pacific Air","","MPC","MOUNTAIN PACIFIC","Canada",false,,,,,
"Mountain Valley Air Service","","MTV","MOUNTAIN VALLEY","United States",false,,,,,
"Mowhawk Airlines","","MOW","MOHAWK AIR","United States",false,,,,,
"Mudan Airlines","","MDN","","Somali Republic",false,,,,,
"Mudanjiang General Aviation","","CMJ","MUDANJIANG","China",false,,,,,
"Multi Taxi","","MTX","MULTITAXI","Mexico",false,,,,,
"Multi-Aero","","WBR","WEBER","United States",false,,,,,
"Multiflight","","MFT","YORKAIR","",false,,,,,
"Murmansk Aircompany","","MNZ","MURMAN AIR","Russia",false,,,,,
"Murray Air","","MUA","MURRAY AIR","United States",false,,,,,
"Musrata Air Transport","","MMR","MUSRATA AIR","Libya",false,,,,,
"Mustique Airways","","MAW","MUSTIQUE","Barbados",false,,,,,
"My Way Airlines","","MYW","FRANKY","Italy",false,,,,,
"MyTravel Airways","VZ","MYT","KESTREL","United Kingdom",true,,,,,
"Myanma Airways","UB","UBA","UNIONAIR","Myanmar",true,,,,,
"Myflug","","MYA","MYFLUG","Iceland",true,,,,,
"Mytravel Airways","","VKG","VIKING","Denmark",false,,,,,
"NEL Cargo","","NLG","NELCARGO","Ivory Coast",false,,,,,
"NHT Lineas Aereas","","NHG","HELGA","Brazil",false,,,,,
"NZ Warbirds Association","","WAR","WARBIRDS","New Zealand",false,,,,,
"Nacoia Lda","","ANL","AIR NACOIA","Angola",false,,,,,
"Nada Air Service","","NHZ","NADA AIR","Chad",false,,,,,
"Compangnie Nationale Naganagani","","BFN","","Burkina Faso",false,,,,,
"Nahanni Air Services Ltd","","NAH","NAHANNI","Canada",false,,,,,
"Nakheel Aviation","","NKL","NAKHEEL","United Arab Emirates",false,,,,,
"Namibia Commerical Aviation","","MRE","MED RESCUE","Namibia",false,,,,,
"Namibian Defence Force","","NDF","NAMIBIAN AIR FORCE","Namibia",false,,,,,
"Nanjing Airlines","","CNJ","NINGHANG","China",false,,,,,
"Nanyah Aviation","","NYA","NANYAH","Israel",false,,,,,
"Napier Air Service Inc","","NAP","NAPIER","United States",false,,,,,
"Nas Air","","NCM","AIR BANE","Angola",false,,,,,
"Nas Air","P9","PGP","PERM AIR","Mali",true,,,,,
"Nasair","UE","NAS","NASAIRWAYS","Eritrea",false,,,,,
"Nashville Jet Charters","","NJC","NASHVILLE JET","United States",false,,,,,
"Natalco Air Lines","","NCO","NATALCO","S",false,,,,,
"Natioanl Air Traffic Controllers Association","","NTK","NATCA","United States",false,,,,,
"National Air Charter","","NSR","NASAIR","Indonesia",false,,,,,
"National Air Traffic Services","","RFI","SHERLOCK","United Kingdom",false,,,,,
"National Airlines","","NAN","NATION AIR","United States",false,,,,,
"National Airlines","N7","ROK","RED ROCK","United States",true,,,,,
"National Airlines","NA","NAL","NATIONAL","United States",true,,,,,
"National Airlines","","KUS","KUSWAG","South Africa",false,,,,,
"National Airways Cameroon","9O","","","Cameroon",false,,,,,
"National Airways Corporation","","LFI","AEROMED","South Africa",false,,,,,
"National Aviation Company","","GTY","","Egypt",false,,,,,
"National Aviation Consultants","","TNC","NATCOM","Canada",false,,,,,
"National Express","","NXT","NATIONAL FREIGHT","United States",false,,,,,
"National Grid","","GRD","GRID","United Kingdom",false,,,,,
"National Jet Express","","JTE","JETEX","Australia",false,,,,,
"National Jet Service","","AND","AIR INDIANA","United States",false,,,,,
"National Jet Systems","NC","NJS","NATIONAL JET","Australia",false,,,,,
"National Oceanic and Atmospheric Administration","","NAA","NOAA","United States",false,,,,,
"National Overseas Airlines Company","","NOL","NAT AIRLINE","Egypt",false,,,,,
"Nationale Luchtvaartschool","","NLS","PANDER","Netherlands",false,,,,,
"Nations Air Express Inc","","NAE","NATIONS EXPRESS","United States",false,,,,,
"Nationwide Airlines","CE","NTW","NATIONWIDE","South Africa",true,,,,,
"Nationwide Airlines (Zambia)","","NWZ","ZAMNAT","Zambia",false,,,,,
"Natural Environment Research Council","","EVM","SCIENCE","United Kingdom",false,,,,,
"Natureair","","NRR","NATUREAIR","Costa Rica",false,,,,,
"Naturelink Charter","","NRK","NATURELINK","South Africa",false,,,,,
"Nauru Air Corporation","ON","RON","AIR NAURU","Nauru",false,,,,,
"NAV CANADA","","NVC","NAV CAN","Canada",false,,,,,
"Nav Flight Planning","","NAV","NAV DISPATCH","Czech Republic",false,,,,,
"Navegacao Aerea De Portugal","","NVP","","Portugal",false,,,,,
"Navegacion Servicios Aereos Canarios SA","","NAY","NAYSA","Spain",false,,,,,
"Navid","","IRI","NAVID","Iran",false,,,,,
"Naviera Mexicana","","NVM","NAVIERA","Mexico",false,,,,,
"Navigator Airlines","","NVL","NAVLINES","Armenia",false,,,,,
"Navinc Airlines Services","","XNV","","United States",false,,,,,
"Navitaire","1N","","","United States",false,,,,,
"Navtech System Support","","XNS","","Canada",false,,,,,
"Nayzak Air Transport","","NZA","","Libya",false,,,,,
"State of Nebraska","","NEB","NEBRASKA","United States",false,,,,,
"Necon Air","","NEC","NECON AIR","Nepal",false,,,,,
"Nederlandse Kustwacht","","NCG","NETHERLANDS COASTGUARD","Netherlands",false,,,,,
"Nefteyugansk Aviation Division","","NFT","NEFTEAVIA","Russia",false,,,,,
"Neiltown Air","","NLA","NEILTOWN AIR","Canada",false,,,,,
"Nelair Charters","","NLC","NELAIR","South Africa",false,,,,,
"Nelson Aviation College","","CGE","COLLEGE","New Zealand",false,,,,,
"Nepal Airlines","RA","RNA","ROYAL NEPAL","Nepal",true,,,,,
"Neosiam Airways","","TOX","SKY KINGDOM","Thailand",false,,,,,
"Neric","","NSL","NERICAIR","United Kingdom",false,,,,,
"Network Aviation Services","","NET","NETWORK","Nigeria",false,,,,,
"New England Air Express","","NEZ","ENGAIR","United States",false,,,,,
"New England Airlines","EJ","NEA","NEW ENGLAND","United States",true,,,,,
"New Heights 291","","NHT","NEWHEIGHTS","South Africa",false,,,,,
"New World Jet Corporation","","NWD","NEW WORLD","United States",false,,,,,
"New York Helicopter","","NYH","NEW YORK","United States",false,,,,,
"New York State Police","","GRY","GRAY RIDER","United States",false,,,,,
"New Zealand Air Defence Force","","KRC","KIWI RESCUE","New Zealand",false,,,,,
"Newair","","HVA","HAVEN-AIR","United States",false,,,,,
"Newfoundland Labrador Air Transport","","NLT","NALAIR","Canada",false,,,,,
"NextJet","2N","NTJ","NEXTJET","Sweden",true,,,,,
"Nextflight Aviation","","NXF","NEXTFLIGHT","United States",false,,,,,
"Nexus Aviation","","NXS","NEXUS AVIATION","Nigeria",false,,,,,
"Nicaraguense De Aviacion","","NIS","NICA","Nicaragua",false,,,,,
"Nicon Airways","","NCN","NICON AIRWAYS","Nigeria",false,,,,,
"Nigeria Airways","","NGA","NIGERIA","Nigeria",false,,,,,
"Nigerian Air Force","","NGR","NIGERIAN AIRFORCE","Nigeria",false,,,,,
"Nigerian Global","","NGX","AIR GLOBAL","Nigeria",false,,,,,
"Night Express","","EXT","EXECUTIVE","Germany",false,,,,,
"Niki","HG","NLY","FLYNIKI","Austria",true,,,,,
"Nikolaev-Air","","NKV","AIR NIKOLAEV","Ukraine",false,,,,,
"Nile Safaris Aviation","","NSA","NILE SAFARIS","Sudan",false,,,,,
"Nile Valley Aviation Company","","NVA","","Egypt",false,,,,,
"Nile Wings Aviation Services","","NLW","NILE WINGS","Sudan",false,,,,,
"Nimbus Aviation","","NBS","NIMBUS","United Kingdom",false,,,,,
"Nippon Cargo Airlines","KZ","NCA","NIPPON CARGO","Japan",true,,,,,
"Nizhnevartovskavia","","NVK","VARTOSKAVIA","Russia",false,,,,,
"Search and Rescue 202","","SRG","","United Kingdom",false,,,,,
"Search and Rescue 22","","SRD","","United Kingdom",false,,,,,
"No. 32 (The Royal) Squadron RAF","","NOH","NORTHOLT","United Kingdom",false,,,,,
"84 Squadron Royal Air Force @ RAF Akrotiri","","AKG","GRIFTER","United Kingdom",false,,,,,
"Nobil Air","","NBL","NOBIL AIR","Moldova",false,,,,,
"Nok Air","DD","NOK","NOK AIR","Thailand",true,,,,,
"Nolinor Aviation","","NRL","NOLINOR","Canada",false,,,,,
"Nomad Aviation","","NMD","NOMAD AIR","Namibia",false,,,,,
"Norcopter","","NOC","","Norway",false,,,,,
"Nord-Flyg","","NEF","NORDEX","Sweden",false,,,,,
"Nordeste Linhas Aereas Regionais","JH","NES","NORDESTE","Brazil",true,,,,,
